Variable,Missing value %,Label
PROMISSocialSatDSABankv1_Theta,75.4291845493562,
PROMISSocialSatSRBankv1_SE,75.4291845493562,
PROMISSocialSatSRBankv1_Theta,75.4291845493562,
SRPSAT33_Bank,74.8569384835479,
SRPSAT49_Bank,74.8569384835479,
sf_dsa7,74.8569384835479,
nvalid_dsa,74.8569384835479,
sf_sr7,74.8211731044349,
nvalid_sr,74.8211731044349,
EDANX41_Bank,74.0701001430615,
EDANX46_Bank,73.3547925608012,
EDANX40_Bank,73.2832618025751,
EDANX40_SF,72.5321888412017,
EDANX46_SF,72.5321888412017,
PFA7_Bank,71.20886981402,
EDANX05_SF,68.3476394849785,
EDANX54_Bank,68.3476394849785,
bclinpt27,68.0972818311874,
fclinra55c,68.0972818311874,
fclinra55b,68.0257510729614,
fclinra55,67.8826895565093,
fclinra56,67.8826895565093,
fclinra54c,67.8111587982833,
fclinra54,67.7038626609442,
fclinra53c,67.5965665236051,
fclinra53b,67.5250357653791,
GAC2,67.4177396280401,
GAC1,67.310443490701,
fclinra53,67.1316165951359,
fclinra54b,67.1316165951359,
fclinra56b,67.1316165951359,
FATEXP41_Bank,66.2017167381974,
PFC36_SF,64.4134477825465,
bclinpt25,60.2646638054363,
EDANX30_SF,59.620886981402,
FATEXP35_Bank,56.5808297567954,
exact10,56.5092989985694,
exact11,56.5092989985694,
exact12,56.5092989985694,
exact13,56.5092989985694,
exact14,56.5092989985694,
Exact_total,56.5092989985694,
Breathlessness,56.5092989985694,
exact3,56.4735336194564,
exact4,56.4735336194564,
exact5,56.4735336194564,
exact6,56.4735336194564,
exact7,56.4735336194564,
exact8,56.4735336194564,
exact9,56.4735336194564,
Coughsputum,56.4735336194564,
Chestsymptom,56.4735336194564,
exact2,56.4377682403434,
exact1,56.4020028612303,
PFA11_Bank,53.0400572246066,
An3_Bank,52.8612303290415,
EDANX01_SF,52.3605150214592,
FATEXP20_SF,49.2489270386266,
PFA1_SF,47.0314735336195,
PROMISAnxietyBankv1_SE,46.9241773962804,
PROMISAnxietyBankv1_Theta,46.9241773962804,
PROMISFatigueBankv1_SE,46.5665236051502,
PROMISFatigueBankv1_Theta,46.5665236051502,
FATIMP40_SF,46.4234620886981,
PROMISPhyFunctionBankv1_SE,46.3876967095851,
PROMISPhyFunctionBankv1_Theta,46.3876967095851,
PFA55_SF,46.3519313304721,
EDANX53_Bank,46.2804005722461,
FATIMP30_SF,46.2804005722461,
FATEXP18_SF,46.2446351931331,
FATEXP5_SF,46.20886981402,
FATIMP33_SF,46.20886981402,
sf_anx7,46.20886981402,
nvalid_anx,46.20886981402,
